,ticker,open,close,volume
681,BHIT.JK,52.0,52.0,52.0
682,LLOY.L,52.0,52.0,52.0
683,8411.T,53.0,53.0,53.0
684,CAMP.JK,52.0,52.0,52.0
685,BBKP.JK,52.0,52.0,52.0
686,GLEN.L,52.0,52.0,52.0
687,PRU.L,52.0,52.0,52.0
688,VOD.L,52.0,52.0,52.0
689,7201.T,53.0,53.0,53.0
690,7201.T,53.0,53.0,53.0
691,WEGE.JK,52.0,52.0,52.0
692,ITC.NS,50.0,50.0,50.0
693,0700.HK,50.0,50.0,50.0
694,CLEO.JK,52.0,52.0,52.0
695,4503.T,53.0,53.0,53.0
696,RBS.L,52.0,52.0,52.0
697,INFY.NS,50.0,50.0,50.0
698,BRMS.JK,52.0,52.0,52.0
699,TDPM.JK,52.0,52.0,52.0
700,8031.T,53.0,53.0,53.0
701,ITAUCORP.SN,52.0,52.0,52.0
702,6503.T,53.0,53.0,53.0
703,NG.L,52.0,52.0,52.0
704,BARC.L,52.0,52.0,52.0
705,8802.T,53.0,53.0,53.0
706,8801.T,53.0,53.0,53.0
707,ELSA.JK,52.0,52.0,52.0
708,MTDL.JK,52.0,52.0,52.0
709,COLBUN.SN,52.0,52.0,52.0
710,SSIA.JK,52.0,52.0,52.0
711,SPTO.JK,52.0,52.0,52.0
712,SBIN.NS,50.0,50.0,50.0
713,ICICIBANK.NS,50.0,50.0,50.0
714,KOTAKBANK.NS,50.0,50.0,50.0
715,6301.T,53.0,53.0,53.0
716,VIVA.JK,52.0,52.0,52.0
717,IKAI.JK,52.0,52.0,52.0
718,6752.T,53.0,53.0,53.0
719,TSCO.L,52.0,52.0,52.0
720,BT-A.L,52.0,52.0,52.0
721,8830.T,53.0,53.0,53.0
722,TGRA.JK,52.0,52.0,52.0
723,MPPA.JK,52.0,52.0,52.0
724,1398.HK,50.0,50.0,50.0
725,0939.HK,50.0,50.0,50.0
726,8591.T,53.0,53.0,53.0
727,6326.T,53.0,53.0,53.0
728,8750.T,53.0,53.0,53.0
729,5020.T,53.0,53.0,53.0
730,MLPL.JK,52.0,52.0,52.0
731,601939.SS,48.0,48.0,48.0
732,0941.HK,50.0,50.0,50.0
733,FORZ.JK,52.0,52.0,52.0
734,2318.HK,50.0,50.0,50.0
735,3407.T,53.0,53.0,53.0
736,AV.L,52.0,52.0,52.0
737,LGEN.L,52.0,52.0,52.0
738,601398.SS,48.0,48.0,48.0
739,AESGENER.SN,52.0,52.0,52.0
740,0857.HK,50.0,50.0,50.0
741,1605.T,53.0,53.0,53.0
742,BA.L,52.0,52.0,52.0
743,COALINDIA.NS,50.0,50.0,50.0
744,601318.SS,48.0,48.0,48.0
745,025980.KQ,1.0,1.0,1.0
746,IOC.NS,50.0,50.0,50.0
747,4689.T,53.0,53.0,53.0
748,HOKI.JK,52.0,52.0,52.0
749,PTT.BK,51.0,51.0,51.0
750,8604.T,53.0,53.0,53.0
751,MARI.JK,52.0,52.0,52.0
752,601857.SS,48.0,48.0,48.0
753,8002.T,53.0,53.0,53.0
754,BHARTIARTL.NS,50.0,50.0,50.0
755,3988.HK,50.0,50.0,50.0
756,4755.T,53.0,53.0,53.0
757,1288.HK,50.0,50.0,50.0
758,298380.KQ,1.0,1.0,1.0
759,DEAL.JK,52.0,52.0,52.0
760,0005.HK,50.0,50.0,50.0
761,NTPC.NS,50.0,50.0,50.0
762,KBLI.JK,52.0,52.0,52.0
763,BULL.JK,52.0,52.0,52.0
764,3402.T,53.0,53.0,53.0
765,HKMU.JK,52.0,52.0,52.0
766,4188.T,53.0,53.0,53.0
767,8308.T,53.0,53.0,53.0
768,9501.T,53.0,53.0,53.0
769,601288.SS,48.0,48.0,48.0
770,6505.TW,44.0,44.0,44.0
771,601988.SS,48.0,48.0,48.0
772,JSKY.JK,52.0,52.0,52.0
773,IAG.L,52.0,52.0,52.0
774,6645.T,53.0,53.0,53.0
775,BUVA.JK,52.0,52.0,52.0
776,2317.TW,44.0,44.0,44.0
777,600519.SS,48.0,48.0,48.0
778,AOT.BK,51.0,51.0,51.0
779,1299.HK,50.0,50.0,50.0
780,AMXL.MX,51.0,51.0,51.0
781,8601.T,53.0,53.0,53.0
782,6506.T,53.0,53.0,53.0
783,MRO.L,52.0,52.0,52.0
784,WALMEX.MX,51.0,51.0,51.0
785,4005.T,53.0,53.0,53.0
786,MSFT,50.0,50.0,50.0
787,2628.HK,50.0,50.0,50.0
788,6723.T,53.0,53.0,53.0
789,BEZQ.TA,48.0,48.0,48.0
790,2412.TW,44.0,44.0,44.0
791,3968.HK,50.0,50.0,50.0
792,VAPORES.SN,52.0,52.0,52.0
793,MABA.JK,52.0,52.0,52.0
794,ISSP.JK,52.0,52.0,52.0
795,601628.SS,48.0,48.0,48.0
796,ENRG.JK,52.0,52.0,52.0
797,0386.HK,50.0,50.0,50.0
798,NUSA.JK,52.0,52.0,52.0
799,8795.T,53.0,53.0,53.0
800,600036.SS,48.0,48.0,48.0
801,CNA.L,52.0,52.0,52.0
802,CPALL.BK,51.0,51.0,51.0
803,1301.TW,44.0,44.0,44.0
804,MAMI.JK,52.0,52.0,52.0
805,WIIM.JK,52.0,52.0,52.0
806,3092.T,26.0,26.0,26.0
807,0883.HK,50.0,50.0,50.0
808,1326.TW,44.0,44.0,44.0
809,600028.SS,48.0,48.0,48.0
810,SLA.L,52.0,52.0,52.0
811,1303.TW,44.0,44.0,44.0
812,TW.L,52.0,52.0,52.0
813,ORL.TA,48.0,48.0,48.0
814,2882.TW,44.0,44.0,44.0
815,GAMA.JK,52.0,52.0,52.0
816,YESBANK.NS,50.0,50.0,50.0
817,TATAMOTORS.NS,50.0,50.0,50.0
818,ORO-BLANCO.SN,52.0,52.0,52.0
819,7186.T,53.0,53.0,53.0
820,ITV.L,52.0,52.0,52.0
821,MRW.L,52.0,52.0,52.0
822,OMU.L,52.0,52.0,52.0
823,2881.TW,44.0,44.0,44.0
824,3328.HK,50.0,50.0,50.0
825,KGF.L,52.0,52.0,52.0
826,SBRY.L,52.0,52.0,52.0
827,2768.T,53.0,53.0,53.0
828,FB,50.0,50.0,50.0
829,PTTEP.BK,51.0,51.0,51.0
830,3289.T,53.0,53.0,53.0
831,BABA,50.0,50.0,50.0
832,STAR.JK,52.0,52.0,52.0
833,9831.T,53.0,53.0,53.0
834,NORTEGRAN.SN,52.0,52.0,52.0
835,ZEEL.NS,50.0,50.0,50.0
836,045390.KQ,1.0,1.0,1.0
837,SRSN.JK,52.0,52.0,52.0
838,1216.TW,44.0,44.0,44.0
839,601328.SS,48.0,48.0,48.0
840,CINE.L,52.0,52.0,52.0
841,044340.KQ,1.0,1.0,1.0
842,2891.TW,44.0,44.0,44.0
843,1088.HK,50.0,50.0,50.0
844,PETR3.SA,49.0,49.0,49.0
845,1658.HK,50.0,50.0,50.0
846,PETR4.SA,49.0,49.0,49.0
847,2308.TW,44.0,44.0,44.0
848,2002.TW,44.0,44.0,44.0
849,601166.SS,48.0,48.0,48.0
850,2886.TW,44.0,44.0,44.0
851,BDMS.BK,51.0,51.0,51.0
852,JNJ,50.0,50.0,50.0
853,3436.T,53.0,53.0,53.0
854,600900.SS,48.0,48.0,48.0
855,DLF.NS,50.0,50.0,50.0
856,JPM,50.0,50.0,50.0
857,0728.HK,50.0,50.0,50.0
858,0998.HK,50.0,50.0,50.0
859,2388.HK,50.0,50.0,50.0
860,0267.HK,50.0,50.0,50.0
861,XOM,50.0,50.0,50.0
862,V,50.0,50.0,50.0
863,3333.HK,50.0,50.0,50.0
864,601088.SS,48.0,48.0,48.0
865,600000.SS,48.0,48.0,48.0
866,002415.SZ,48.0,48.0,48.0
867,IDBI.NS,50.0,50.0,50.0
868,PNB.NS,50.0,50.0,50.0
869,CPN.BK,51.0,51.0,51.0
870,TLW.L,52.0,52.0,52.0
871,0788.HK,50.0,50.0,50.0
872,LEAD.JK,52.0,52.0,52.0
873,000333.SZ,48.0,48.0,48.0
874,BANKBARODA.NS,50.0,50.0,50.0
875,2202.HK,50.0,50.0,50.0
876,0688.HK,50.0,50.0,50.0
877,1928.HK,50.0,50.0,50.0
878,3690.HK,50.0,50.0,50.0
879,GVC.L,52.0,52.0,52.0
880,600663.SS,48.0,48.0,48.0
881,000858.SZ,48.0,48.0,48.0
882,0762.HK,50.0,50.0,50.0
883,QLT.L,52.0,52.0,52.0
884,000002.SZ,48.0,48.0,48.0
885,KTB.BK,51.0,51.0,51.0
886,3711.TW,44.0,44.0,44.0
887,600276.SS,48.0,48.0,48.0
888,1766.HK,50.0,50.0,50.0
889,008350.KS,24.0,24.0,24.0
890,ABEV3.SA,49.0,49.0,49.0
891,VALE3.SA,49.0,49.0,49.0
892,RMG.L,52.0,52.0,52.0
893,2892.TW,44.0,44.0,44.0
894,601668.SS,48.0,48.0,48.0
895,ABBA.JK,52.0,52.0,52.0
896,PG,50.0,50.0,50.0
897,BANKINDIA.NS,50.0,50.0,50.0
898,IDFCFIRSTB.NS,37.0,37.0,37.0
899,095720.KS,24.0,24.0,24.0
900,600221.SS,48.0,48.0,48.0
901,RDSA.AS,52.0,52.0,52.0
902,601601.SS,48.0,48.0,48.0
903,WFC,50.0,50.0,50.0
904,2884.TW,44.0,44.0,44.0
905,BBOX.L,52.0,52.0,52.0
906,2007.HK,50.0,50.0,50.0
907,INTC,50.0,50.0,50.0
908,041190.KQ,1.0,1.0,1.0
909,VZ,50.0,50.0,50.0
910,5880.TW,44.0,44.0,44.0
911,600016.SS,48.0,48.0,48.0
912,CVX,50.0,50.0,50.0
913,600030.SS,48.0,48.0,48.0
914,CSCO,50.0,50.0,50.0
915,0027.HK,50.0,50.0,50.0
916,PFE,50.0,50.0,50.0
917,ITUB4.SA,49.0,49.0,49.0
918,T,50.0,50.0,50.0
919,601766.SS,48.0,48.0,48.0
920,2382.TW,44.0,44.0,44.0
921,2880.TW,44.0,44.0,44.0
922,HOME.JK,52.0,52.0,52.0
923,6818.HK,50.0,50.0,50.0
924,1109.HK,50.0,50.0,50.0
925,000001.SZ,48.0,48.0,48.0
926,600050.SS,48.0,48.0,48.0
927,SAIL.NS,50.0,50.0,50.0
928,1800.HK,50.0,50.0,50.0
929,HYDR.ME,49.0,49.0,49.0
930,BA,50.0,50.0,50.0
931,MRK,50.0,50.0,50.0
932,FEES.ME,49.0,49.0,49.0
933,2885.TW,44.0,44.0,44.0
934,2207.TW,44.0,44.0,44.0
935,600848.SS,48.0,48.0,48.0
936,179290.KQ,1.0,1.0,1.0
937,1101.TW,44.0,44.0,44.0
938,300498.SZ,48.0,48.0,48.0
939,035890.KQ,1.0,1.0,1.0
940,0914.HK,50.0,50.0,50.0
941,HMPRO.BK,51.0,51.0,51.0
942,2328.HK,50.0,50.0,50.0
943,CSIS.JK,52.0,52.0,52.0
944,300750.SZ,48.0,48.0,48.0
945,CPI.L,52.0,52.0,52.0
946,2633.TW,44.0,44.0,44.0
947,ADANIPOWER.NS,50.0,50.0,50.0
948,KO,50.0,50.0,50.0
949,600776.SS,48.0,48.0,48.0
950,5876.TW,44.0,44.0,44.0
951,ORCL,50.0,50.0,50.0
952,6066.HK,50.0,50.0,50.0
953,065060.KQ,1.0,1.0,1.0
954,900100.KQ,1.0,1.0,1.0
955,601800.SS,48.0,48.0,48.0
956,2408.TW,44.0,44.0,44.0
957,601818.SS,48.0,48.0,48.0
958,FEDERALBNK.NS,50.0,50.0,50.0
959,CMCSA,50.0,50.0,50.0
960,EA.BK,51.0,51.0,51.0
961,2801.TW,44.0,44.0,44.0
962,SIMA.JK,52.0,52.0,52.0
963,601360.SS,48.0,48.0,48.0
964,600585.SS,48.0,48.0,48.0
965,2474.TW,44.0,44.0,44.0
966,009460.KS,24.0,24.0,24.0
967,6886.HK,50.0,50.0,50.0
968,600018.SS,48.0,48.0,48.0
969,DIS,50.0,50.0,50.0
970,002304.SZ,48.0,48.0,48.0
971,001979.SZ,48.0,48.0,48.0
972,0390.HK,50.0,50.0,50.0
973,600604.SS,48.0,48.0,48.0
974,300760.SZ,48.0,48.0,48.0
975,600048.SS,48.0,48.0,48.0
976,600019.SS,48.0,48.0,48.0
977,PEP,50.0,50.0,50.0
978,1120.SR,39.0,39.0,39.0
979,600887.SS,48.0,48.0,48.0
980,C,50.0,50.0,50.0
981,TRUE.BK,51.0,51.0,51.0
982,1402.TW,44.0,44.0,44.0
983,007110.KS,24.0,24.0,24.0
984,2887.TW,44.0,44.0,44.0
985,1918.HK,50.0,50.0,50.0
986,601066.SS,48.0,48.0,48.0
987,BEM.BK,51.0,51.0,51.0
988,1339.HK,50.0,50.0,50.0
989,BBAS3.SA,49.0,49.0,49.0
990,601688.SS,48.0,48.0,48.0
991,0384.HK,50.0,50.0,50.0
992,2327.TW,44.0,44.0,44.0
993,010820.KS,24.0,24.0,24.0
994,2883.TW,44.0,44.0,44.0
995,1336.HK,50.0,50.0,50.0
996,6837.HK,50.0,50.0,50.0
997,019550.KQ,1.0,1.0,1.0
998,0960.HK,50.0,50.0,50.0
999,1211.HK,50.0,50.0,50.0
1000,024810.KQ,1.0,1.0,1.0
1001,600801.SS,48.0,48.0,48.0
1002,601390.SS,48.0,48.0,48.0
1003,TOP.BK,51.0,51.0,51.0
1004,601211.SS,48.0,48.0,48.0
1005,600754.SS,48.0,48.0,48.0
1006,600845.SS,48.0,48.0,48.0
1007,114570.KQ,1.0,1.0,1.0
1008,2105.TW,44.0,44.0,44.0
1009,2303.TW,44.0,44.0,44.0
1010,900260.KQ,1.0,1.0,1.0
1011,2020.HK,50.0,50.0,50.0
1012,4938.TW,44.0,44.0,44.0
1013,NKE,50.0,50.0,50.0
1014,AGR.L,52.0,52.0,52.0
1015,CEMEXCPO.MX,51.0,51.0,51.0
1016,KPAS.JK,52.0,52.0,52.0
1017,0753.HK,50.0,50.0,50.0
1018,6488.TWO,44.0,44.0,44.0
1019,601169.SS,48.0,48.0,48.0
1020,601229.SS,48.0,48.0,48.0
1021,002700.KS,24.0,24.0,24.0
1022,1102.TW,44.0,44.0,44.0
1023,0017.HK,50.0,50.0,50.0
1024,601186.SS,48.0,48.0,48.0
1025,600309.SS,48.0,48.0,48.0
1026,002880.KS,24.0,24.0,24.0
1027,BTS.BK,51.0,51.0,51.0
1028,LLY,50.0,50.0,50.0
1029,600015.SS,48.0,48.0,48.0
1030,601336.SS,48.0,48.0,48.0
1031,000617.SZ,48.0,48.0,48.0
1032,601006.SS,48.0,48.0,48.0
1033,601319.SS,48.0,48.0,48.0
1034,600837.SS,48.0,48.0,48.0
1035,002594.SZ,48.0,48.0,48.0
1036,6773.T,53.0,53.0,53.0
1037,000166.SZ,48.0,48.0,48.0
1038,LH.BK,51.0,51.0,51.0
1039,0175.HK,50.0,50.0,50.0
1040,DWDP,50.0,50.0,50.0
1041,033830.KQ,1.0,1.0,1.0
1042,021080.KQ,1.0,1.0,1.0
1043,032820.KQ,1.0,1.0,1.0
1044,ORIENTBANK.NS,50.0,50.0,50.0
1045,2890.TW,44.0,44.0,44.0
1046,600623.SS,48.0,48.0,48.0
1047,601888.SS,48.0,48.0,48.0
1048,601989.SS,48.0,48.0,48.0
1049,1776.HK,50.0,50.0,50.0
1050,2823.TW,44.0,44.0,44.0
1051,ITSA4.SA,49.0,49.0,49.0
1052,ABBV,50.0,50.0,50.0
1053,0006.HK,50.0,50.0,50.0
1054,4563.T,53.0,53.0,53.0
1055,ALBK.NS,50.0,50.0,50.0
1056,IRPC.BK,51.0,51.0,51.0
1057,9904.TW,44.0,44.0,44.0
1058,NBCC.NS,50.0,50.0,50.0
1059,601111.SS,48.0,48.0,48.0
1060,8358.T,53.0,53.0,53.0
1061,0288.HK,50.0,50.0,50.0
1062,002024.SZ,48.0,48.0,48.0
1063,000725.SZ,48.0,48.0,48.0
1064,600648.SS,48.0,48.0,48.0
1065,2888.TW,44.0,44.0,44.0
1066,600009.SS,48.0,48.0,48.0
1067,1055.HK,50.0,50.0,50.0
1068,600827.SS,48.0,48.0,48.0
1069,0763.HK,50.0,50.0,50.0
1070,002714.SZ,48.0,48.0,48.0
1071,2409.TW,44.0,44.0,44.0
1072,2238.HK,50.0,50.0,50.0
1073,3034.TW,44.0,44.0,44.0
1074,002714.SZ,48.0,48.0,48.0
1075,2409.TW,44.0,44.0,44.0
1076,2238.HK,50.0,50.0,50.0
1077,3034.TW,44.0,44.0,44.0
1078,0241.HK,50.0,50.0,50.0
1079,002736.SZ,48.0,48.0,48.0
1080,5347.TWO,44.0,44.0,44.0
1081,CEY.L,52.0,52.0,52.0
1082,MO,50.0,50.0,50.0
1083,PBR,50.0,50.0,50.0
1084,2382.HK,50.0,50.0,50.0
1085,0656.HK,50.0,50.0,50.0
1086,600835.SS,48.0,48.0,48.0
1087,600690.SS,48.0,48.0,48.0
1088,2301.TW,44.0,44.0,44.0
1089,600094.SS,48.0,48.0,48.0
1090,002142.SZ,48.0,48.0,48.0
1091,1099.HK,50.0,50.0,50.0
1092,GMRINFRA.NS,50.0,50.0,50.0
1093,ALFAA.MX,51.0,51.0,51.0
1094,000776.SZ,48.0,48.0,48.0
1095,TXN,50.0,50.0,50.0
1096,NVDA,50.0,50.0,50.0
